reviewer_name,title,review,id
joestefankoning,One of a kind experience in India,"I stayed at Kerehaklu for a week in December 2018 with my partner. During our travels through India and Sri Lanka, this was our favourite place by far. The coffee plantation is managed by 5th generation farmers who really love what they do, and are keen to teach you as much as they can. Everyone is very helpful, knowledgeable, and the traditional South Indian food is amazing. Would definitely recommend if you like beautiful scenery, wildlife, coffee, and getting outside. While we were there we spotted hordes of monkeys, porcupines, exotic birds, giant squirrels, bison, and even came across some elephant and tiger footprints. Thank you Pranoy and Ajoy for an amazing experience. I would definitely return to Kerehaklu.",5
Sandip K,Great Host & super holiday at Kerehaklu,"We were there at Kerehaklu in the last week of December 2018, I will summarize my experience as follows.  One must experience this Coffee estate experience ....  - Great Hospitality....Personal attention  - Amazing Food and Service  - Great rooms, Brilliant Décor, Very much personally chosen items by the owner  - Lodging and amenities are the best   If you are looking out for perfect nature retreat ...then Kerehaklu is must because its an experience. Ajoy (the owner of the estate) is an amazing host very warm, friendly and helpful at all times.  Ajoy educated us about the complex ecosystem within Kerehaklu through a trip and a detailed round in his jeep around the plantation where we spotted many types of trees, spices, birds.   Ajoy, you are nice human being and a great host !!",5
Gab.T,My favourite place in Asia,"In all of my travels around Asia, I can certainly say that Kerehaklu was the most wonderful experience of all. Ajoy (the owner of the estate) and his son Pranoy were amazing hosts. They were warm, friendly and very helpful at all times. Our cabin was spotless and our rooms were well catered for. Delicious traditional meals from a local chef were prepared for breakfast lunch and dinner. Coffee that was fresh from the plantation was also served throughout the day.  While the lodgings and amenities were perfect, my favourite aspect of our stay was the experiences and adventures that could happen only at Kerehaklu. Pranoy is a 5th generation farmer at the plantation and had a wealth of knowledge about the wildlife and plant life at the estate. Pranoy taught us about the complex",5
Pierre G,Amazing stay at Kerehaklu,"Drove down from Bangalore where we live for 2 nights 3 days at Kerehaklu.  We had such a wonderful time. Mr Ajoy took us around this beautiful estate and shared so much info on coffee growing, wildlife, history...  The food was really good and local.  We were able to have 2 treks despite some rain. The view from on top is 360° nature and that's extremely refreshing.  Would definitely recommend to all nature people out there.",5
KrishnaKumar M,Relaxing holiday,"Hello,  Had a really nice and relaxing trip at Kerehaklu.  To begin with the driving directions (including places to eat and shop) suggested by Mr. Ajoy was very precise and helpful. The place is well managed and  organized and clearly reflects the persona of the hosts. We had taken the trip to relax from our hectic schedule and it was a very long time since our family had taken a vacation. We had a very relaxing time at Kerehaklu which is in midst of a big coffee plantation.  Mr. Ajoy took us for a jeep ride in his estate patiently explaining the different fauna and flora and also lot of information about how coffee is grown and several other things.  The best thing we liked is that they have made marked trails inside the estate so that anyone staying can take a stroll without",5
Bharath_Shree,"Kerehaklu - A Serene, Peaceful and Enchanting Adobe","Kerehaklu is a lovely eco-retreat about 30kms from Chikamagalur, near Aldur. It's surrounded by a huge coffee estate and borders the Bhadra forest reserve. The property is run by Mr. Ajoy Thippiah, a wonderful human being, lovely host and an avid nature lover. I have seen very few people who share his passion and enthusiasm for agriculture and nature. His knowledge of plantations, birds and animals is truly appreciable. My wife and I, along with our 1.5 year old baby, had initially planned our stay during the last week of August but had to reschedule to November. Ajoy was kind enough to reschedule our reservation not once but twice. We stayed in Kerehaklu for four days and we were the only guests in the resort. Ajoy and his staff, Raju and Bhagya were wonderful hosts and took",5
Ganesh,Most memorable Bike ride,"This retreat has been One among the top places that I’ve stayed until now and this is the only place I’m planning to return again.   The key highlights are   1. Mr. Ajoy’s humble attitude , involvement with the guests and his fantastic knowledge of the area. You can be rest assured that he will take care of the guests no matter what may come.   2. The location of the retreat and the cottages. It’s just next to the Badra wild life reserve with the stories of elephants , wild boars , bisons visiting the prosperity , makes it really exciting place to stay in.   The only thing that need to be taken care of are the leeches during the rains.",5
Sand H,Memorable forever,"We were in confused mind while choosing Kerehaklu Chikkamangalur, especially during summer but the pleasant weather and amazing greenery welcomed us there, felt like no summer can reach there. Mr.Ajoy the great gentle man received us and introduced cook Raju who had prepared complete food during our stay. Simple and tasty food served with love took us to the height of satisfaction. Akki rotti and Neer dose still makes mouthwatering  We both love & respect nature as equal as we love each other.  First day Mr.Ajoy took us for ride, and explained the theory of cultivation of multiple variety of  coffee  seeds, pepper, also trees and their growing pattern. We still would like to dream the beauty of sunset from the point where he stopped for us.   Next day morning, we followed him to",5
Madhu K,Very good Stay,"I have spent two days at Kerehaklu and overall stay was very good. Nice to meet ajoy very descent , informative and helpful. Location at its best. Food is really good.   Overall it was very good stay at Kerehaklu.",5
Vindhya R,Nice and Relaxing Place for a weekend,"Highly recommended place if one would like to have a calm and peaceful environment and experience an real estate feeling.  The best host Ajoy i have ever experienced with an tremendous knowledge about the coffee plantation and the places around Chikmagalur and he always made us feel like home, the best part is the open jeep drive and the small trek with he have accompanied us, as he shares his knowledge about the plantation and makes the drive and trek very interesting, and he was always happy to answer all you questions and very interactive.  The cabins are very well maintained and its all eco friendly and gives an rustic feeling, the food is all homemade and authentic to the place. One can always feel free to go around his estate,  they also have a place for bonfire and for",5
kjramkunwar,Three nights stay at coffee jungle,"Location: The estate is little far from Chikmagluru town. This means you need to have a personal vehicle if you chose to go for sight seeing around Chikmagluru. However, Kerehaklu estate has its own treks and trails. They are like private sightseeing spots accessible only to the patrons and they are thrilling .   Ambiance: This place is a very cozy place at a large coffee estate adjoining the Bhadra Wildlife Sanctuary. It has a colonial styled kitchen and dining hall equipped with a fireplace, a bar counter and reading area. For staying, there are 4 cottages. 3 of which were occupied by us 2 families.   The cottages are lovely, fully wooden structures, warm and cozy. The interiors are decorated with lovely paintings done by the landlady. Bed linen was very fresh, pleasant and",5
TarunRNath,Peaceful Getaway !,"Host - The best host I have ever experienced, in spite of having stayed at many airbnb stays.  Rooms - Perfect blend with nature, ample space and amenities.  Experiences - Ajoy (the host) will most willingly take you around for a pleasant drive around the coffee estate. Also he would accompany you for a refreshing morning trail. You also have the opportunity to experience other trails on your own based on the difficulty level you choose.  Food - Options for Veg & Non Veg are available. For me the breakfast was the stand out, though the lunch & dinner were equally good.  All in all a great place to visit, if you are really looking out for an experience but not just a place to stay.  Cheers.",5
Avinash G,Amazing Plantation stay,"Stayed at Kerehaklu for 3 nights along with family and what a lovely experience it has been. The place is located at the edge of a forest in the midst of coffee plantations. It having only four cottages situated along a slope the calmness and serenity is maintained at all times. The cottages are very well done and are just perfect. The dining hall is a well done with a fireplace where one enjoys the amazing vegetarian and non-veg food options. This accompanied by hot Coffee from AJoy's plantation. There is plenty to do for a couple of days. You can explore the place yourself with various trails within the plantations or if lucky you can have AJoy guide you in his jeep. We did both.  Our host took us through trails explaining the coffee varieties, the flora and fona, a visit to",5
Tarkeshwar R,Awesome stay @ Kerehaklu,"Me and my wife visited Kerehaklu in December 2017. It was an awesome stay amidst nature. The best part of the visit was the warmth and care which we received at the resort. Among all our trips to various places till now, Mr. Ajoy has been the best host we have ever met. He was personally involved in ensuring that all his guests were comfortable and enjoyed their stay. The trek in the trails of coffee plantation were nice and relaxing and we felt just like at home. I would strongly recommend this place to people who want to get a quiet & serene time, right in nature's lap, while feeling the comfort of home at the same time.",5
misha g,Peaceful amd lovely stay,"We visited this lovely peace ful place which is aloor from all the history busile of the city. We received a warm and amazing hospitality by Mr. Ajoy, who showed us around the coffee estate and took us for a morning theek us well. Will highly recommend this place.",5
vasudha2016,Amazing Stay @ Kerehaklu,"If you are looking for a perfect place in the middle of the woods, then you have found it. Trust me you wont be disappointed by this place. The minute you do the booking, you will be in constant contact with the owner - Ajoy. He will take care of all the little pain points you might have during the stay and make your stay comfortable. In our case he even sent us the directions for Kerehaklu because the route that is shown on Google Maps is not good. The food prepared by the cook Raju was awesome. I have never eaten such homely food that is so delicious. He prepared South delicacies for us                   which we enjoyed very much. The owner himself will take you on a jeep ride of the entire coffee plantation. He will also take you on a trek to the nearby hilltop. The view",5
vivek,Felt privileged to holiday in a place that was obviously so loved,"We, 5 adults and 2 children stayed in Kerehaklu for a few days in October this year. We had originally booked the place earlier in the year and could not make it due to work commitments. Ajoy very kindly agreed to let us postpone our slots.   Once confirmed, we were given very clear and detailed instructions on how to get to the property. Ajoy was there to welcome us and make us comfortable. In the evening, he drove us around himself - telling us stories about the property which has been in his family for 4 generations now.   There are trekking trails marked out - and these are conveniently coloured to indicate their difficulty levels. For the lazy ones like me, there is food available on request and books and board games aplenty.   When we left, after 2 days of a very relaxed",5
JClarky94AFC1,The highlight of my trip to India,A few friends and I spent an extremely relaxing and enjoyable weekend at Kerehaklu this December. It was such a beautiful contrast to my time in Bangalore. The serenity there is simply unparalleled. I'd also like to thank Ajoy and Pranoy who were wonderful hosts. They were very easygoing and did everything to make our stay a memorable one. If it were not for their knowledge of the surrounds and great suggestions we would not have seen nearly as much of the beauty of Kerehaklu Estate. Next time I'm in India I definitely want to come back!,5
Aparna A,Holiday@ the village by the pond - Kerehaklu!,"Kerehaklu is a perfect place to relax and unwind for the weekend.The warm and courteous hosts Ajoy and Prannoy made our stay absolutely enjoyable. It is apt for small groups as there are only four huts amidst the coffee estate. If you are a nature lover, you will relish the ambience within the cottages and the surroundings. A lot of thought has been put into designing the spaces around including availability of books and board games to keep you entertained.You can just sit on the porch to enjoy the rich diversity of birds and the several crawling creatures around the place, absolutely no effort needed! The decor of the hut is simple yet eco friendly.Creative use of the material from within the estate in each of these huts is truly commendable. The staff were warm and friendly",5
_pandeyhc,Divine abode,"Malathy (my better half) and I spent a weekend at Kerehaklu during the second week of August. Meditative ambience and overwhelming hospitality. it was like meeting old friends. The rooms, all four of them, are located on thickly wooded slope of a hill next to a coffee plantation. The accommodation is spacious, very elegantly constructed (of wood) and well equipped. Cicarda and other insects and birds provide a continuous background score.Food is like eating at home, however,the food has refined flavour of a meal cooked by a professional chef and the plating is restaurant like. Mr. Thipaiah, the owner, personally took us, along with other guests, on an early morning trekking tour to a hill top close to his plantation; and later drove us to a old derelict fort on another adjoining",5
navrun joshua c... j,A place to call home,"A couple of friends and I drove down from Bangalore and stayed two nights. We enjoyed a very comfortable drive and stay. The hills were a lovely back drop to a peaceful weekend which featured nightly bonfires, fabulous food and extremely comfortable lodges with clean beautifully decorated bathrooms and the cosiest beds. Pranoy and Ajoy were phenomenal hosts and ensured that we were extremely comfortable throughout the day. Pranoy has an extremely deep knowledge of the surrounding area, the resort itself and the beautiful flora and fauna that abounds the area. I will certainly be visiting again!",5
amyrosetanner,Holiday in the Hills,"I visited Kerehaklu during the week for two nights and would highly recommend visiting. An amazing experience and I couldn't recomment it more! Both Ajoy and Pranoy are very hospitable and friendly people who know a lot about the property, coffee processess and the environment in genral. I got to try their very own coffee (even took a bag home with me) and a lot of local food made by the cook, Raju.  I absoultely love the wood and interiors of the cabins. All of it is made using fallen Red Cedar wood from Kerehaklu itself!!  Pranoy suggested I visit the old Kadur Club and Chikmagalur Golf Club which were both unique in their own ways and must sees. I look forward to returning to Kerehaklu again in the future.",5
Jenai-Mahina,A peaceful getaway,"Living in Bangalore, it's always nice to get out for a bit, catch your breath, and decompress. Kerehaklu is perfect for this. A group of friends and I took a quick weekend trip up here to unwind and it was well worth it! With the resort nestled comfortably amongst the greenery of Chikkamangalur hillside, you quickly forget you're just a five hour drive from hectic Bangalore. Our host, Pranoy, was so kind and attentive, our group soon fell in love with him! The picturesque scenery, cozy rooms, and friendly staff make for a peaceful and easy getaway.",5
Zarif K,Beautiful homestay in the midst of nature,"We visited Kerehaklu for 2 days. The drive up was very pleasant as we left before 6am from Bangalore - it took us just under 5hrs. As soon as we got to the resort there was a sense of peace and the atmosphere is very rejuvenating. Pranoy and Ajoy were very welcoming and we settled in right away. Apart from relaxing and reading, there are plenty of hikes and landscapes to admire.   This unique eco resort is abundant with history. Pranoy's knowledge of his 275 acre estate will make you want to hike through all the paths in the estate.   The food was homely and delicious, with some lovely idling sambar for breakfast. The cottages were very cozy (slept so well) and we spent much of our time between our front porch and the dining area/bonfire.   Can't wait to visit again, thanks a",5
Su K,Amazing homestay away from home,"Amazing resort, and Ajoy is an amazing person.We went for weekend with family. Well maintained homestay, good homely food. Ajoy was amazing and a wonderful person. He explained with passion of his property and how he communicates with the plants as he communicates with kids. Very helpful, amazing place to be at. Surely to visit again. Home away home. I had to drop my son early morning to chikmangalur bus stand and he escorted us at 4 am till a point we are a good to be on our own.  We loved the way , Ajoy toured the property and explained various plants, trees  and how he has been involved for years.",5
Shirishcfc25,Coffee Paradise,"Kerehaklu takes the term getaway to another level. A guaranteed weekend of peace and serenity awaits for one visiting this beautiful BnB. The log cabins are masterfully designed and provide a real homely feel on this vast 300 plus acre coffee plantation. The food is equally homely and top notch which was a welcome surprise instead of the usual ""restaurant"" like food in most places. There are several trails where you can stroll around lazily to unwind or just sit by the cabins with a cup of coffee /peg to enjoy a book. Ajoy is an amazing host and a passionate nature lover who took us on a great trek to a nearby peak and also gave us a tour through the splendid plantation in his 4x4. The barbecue was a delight and I'm definitely coming back for more!",5
Mahananda B,Lovely little getaway!,"A couple of friends and I headed to Kerehaklu to spend a New Years' eve away from civilization. It turned out to be a great stay with some amazing food being served at the property.  You should definitely head to Kerehaklu if you want -  1. A lot of peace and quiet. 2. A lot of greenery around you. It's part of a massive estate. 3. Wholesome, yummy food. 4. An amazing host who shows you around his property and tries to accommodate every (reasonable) need you might have during your stay there. :)  The only thing I found amiss was Airtel's cellular network. And all in all, that's not such a bad thing if you're looking for a getaway! :)",5
MuraliK7,Peaceful place to relax and enjoy sernity of western ghats,"Great experience staying here. Ajoy takes the guests on estate tour and coffee processing plant that he owns. Food is also good with limited varieties but divine home food so no complaints. Staff at resort are very helpful and take good care of requests. The resort just has 4  rooms which can accommodate 4 family of 2 and 1 or 2 kids. Not sure if Ajoy entertains additional adults in a room so no idea. Ajoy also took us on a trek to nearby peak which is a trail of about 5kms from resort to peak and back. Nice rejuvenating walk early in the morning. Don't miss coffee in this place and blend that Ajoy serves is from his mom.Divine taste for coffee lovers. Taste still dangles in my mouth being an avid coffee lover myself. Overall, great experience staying there. BTW, no mobile",5
Brent W,Fantastic farm and great accomodation,"This is a coffee farm home stay in cabins. The cabins are more than suitable and the location is beautiful, sourrounded by bush, coffee trees and wildlife. There is a great patio with a fire for evening gatherings and the dining area is clean and the food great. The cabins have power and hot water with shower and toilet facilities. This is a great spot which I would most certianly stay again on my next visit.",5
prakritipathania,way to end the year,"This is probably the second review that I have written since I created an account on TripAdvisor (which was some years back) , so that in itself speaks volumes about how great our trip was.   Ajoy by far is the most hospitable host I have ever across and the methodical manner in which he had organised our trip made me ask him twice if he was an ex-army man.   The jeep ride around the estate, an early morning trek followed by barbecue later in the evening were much needed deviations from my everyday routine which mostly has me staring at laptop. ( I do hope my boss doesn't read this)  Kerehaklu is a great way to get a break from the hustle and bustle of city life and admire the beauty of ""Prakriti"" :P. The cottages are comfortable,cosy and well maintained and the food served is",5
Chetan A,Eco Retreat indeed!,"I was here with my wife and my kid for 2 days and we had a great time indeed!  The place is completely covered with greenery.  The coffee trails (5 of them with varying difficulty levels) were a joy to walk, the thick cover of greenery ensures you are always in cool shade.  Also the ""guided tour"" of the place on a open jeep by the Ajoy is quite an experience.   The stay which is actually in a wooden cottage was quite neat - all amenities that you'd expect in a classy stay were there.  If I have to be really nit-picky then would say the bed made a little bit of noise.  The hospitaility was excellent and things were always there even before we could ask for it.  Food was quite sumptuous and the cook was kind to prepare some non-spicy stuff for my kid.  The owner (Ajoy) personally",5
y0gitabhatia,Very rejuvenating and relaxing stay,"We stayed at Kerehaklu in mid December. The cottages are in the midst of a coffee plantation and feel like a jungle lodge. We loved that we had no mobile or internet connectivity during our 4 night stay. That really helped us to unwind , relax and spend quality time together as a family. The evening bonfires were a cherry on the cake. There are 6 trails within the property. We did 4 of them and they were quite exciting and fun for our kids. We were lucky to spot a wild boar on one of the morning treks. The trails are well marked but it takes time to spot the markings. It would be helpful to have a picture of the trail marking available in the cottage, so that we know what to look for. Food was great and the cook was nice enough to cater to some of our diet restrictions. The",5
divya h,Its like heaven!,"If you are like us, looking for a a peaceful couple of days, away from the hustle and bustle of city life, then trust me you will find your heaven at Kerehaklu. Soak up your senses in what is called pure tranquility and enjoy nature at its best - among green coffee trails, hundreds of chirping birds and 100% fresh air.   We thoroughly enjoyed our weekend stay in the cutest little log cottages maintained to perfection by the owner and host Mr. Ajoy. He makes your stay all the more memorable because of his warm hospitality. He accompanied us on our walks and took us on an open jeep ride through the estate sharing  interesting insights and episodes related to coffee, and life around it. He is an amazing guy to know!  The food was excellent and we hogged :)  Overall, one of the most",5
seemi16,An amazing weekend retreat,The resort is very well kept and the cottages are clean. An ideal place to de-stress and relax far from the maddening city life. The food offered was simple and tasty.Be sure to taste their coffee. All in all a wonderful experience.We will surely visit again :),5
Ashok P,Very very relaxed stay.,"The place was very peaceful, clean and serves great food. The host Ajoy was very helpful and nice to talk to. He gave us information and directions to visit nearby places of interest.  I highly recommend this  place to people who want to de-stress, as there is no television or mobile net work. Would recommend to carry a good pair of shoes if one wants to do a lot of walking in the forests and plantations around.",5
Kali K,"Homestay, Estate trails, Amenities","We stayed at the retreat during Dussehra 2016 for 3days. The location is a bit interior approx.16kms from Chikmagalur (8kms from Aldur). The owner Mr. Ajoy is a warm person and a gracious host. He has mailed us the directions (from Bangalore to the property) before hand. We happened to reach Aldur, after dark and we were lucky the estate jeep had some work at Aldur and Mr. Ajoy offered for the jeep to guide us to the estate, thus ensuring we do not get lost.   Coming to the estate we found hot food, clean cottage, warm camp-fire and the entire retreat all to ourselves. The food is good home-style cooking with a lean towards Kannadiga cuisine and flavours.   There are only 4 cottages. The cottages are clean and provided with hot water, towels, clean sheets, a fan, emergency",5
Sushant A,The best place in Chikmagalur!!,"Kerehaklu was a big surprise for us (me & my wife) from the moment we reached there. From lovely and cozy cottages in the middle of the jungle, the wood, the bed, super awesome food and absolute peace. We didn't take much time to fall in love with the place <3.  Mr. Ajoy, the owner of KEREHAKLU cottages and one of the biggest coffee planter in Chikmagalur was super humble and a wonderful person to meet. He took us to long jeep safari on both the days of our stay and told soo many stories about the trees, coffee, animals who visit his coffee farm. No doubt that he is one with nature.    If you are looking for peace, plenty of nature and super awesome home cooked food, Kerehaklu is your answer!!",5
Anvitha S,A Serene Getaway!!,"Myself and my Hubby stayed at Kerehaklu during the Gowri-Ganesha holiday break. Our trip was a really relaxing and rejuvenating one. Staying amidst the Pristine nature was a good break from the hustle bustle of the city. Right from reserving the place to all the formalities, Mr. Ajoy was very efficient and helpful in all means. the place was well maintained and there was no disturbance from any means. The food served during our was simple yet good. I wish they served more of the Malnad cuisine during our stay... Our overall experience was a pleasant one. Thank u Ajoy, will hope to return there sometime soon :)",5
Akshay T,Memorable stay at Kerehaklu!,Stayed at Kerehaklu on long weekend of Independence day 2016.we enjoyed every bit of our stay.Ajoy is awesome host.safari with him in Coffee estate is memorable experience.we were 2 families and stayed for 2 nights.stay in thoughtfully made cottages were comfortable.best part  about kerehaklu is food.we loved the food.all our meals were delicious.kids had good time too.trekking with Ajoy was also unique experience.view from cottages in early morning is mesmerizing would love to go back again.,5
Gogsblore,Serenity amidst the forest racket!,"Weary city dwellers in search of peace & opportunity to rejuvenate, you cannot find a better place. Tucked away from everything, you will not find any man-made structures on this property to hamper your views or any of the treks you embark on. With abundant forest sounds for company, its blissfully serene n peaceful. Fabulous photo ops during the early morning & evening treks. With a wonderful n well informed host in Ajoy, the experience at Kerehakalu is multiplied many times over. Delicious home cooked meals add a special touch. Cottages are well done & spacious with large toilets.  Not very suitable for the elderly as the path to the cottages are inclined & not much flat area for them to walk around in.",5
SiddharthSingh78,"Excellent vacation with zero trouble and 100% fun and, not to miss, perfect host!","Dear Travelers,  First of all, I apologize of being late for this review. I visited this place in mid august and have been travelling since then.  But better late than never. here it goes.  We decided to take a break and visit the glory of Western Ghats in monsoon. Though most of the home-stays we were looking, offered good deal on 2 nights three days, but we wanted to stay two different places to cover more parts of western ghats. ( For my other stay , read the review).  Upon requesting Ajoy (owner), he agreed to give us the stay for one night here. It was the first weekend this resort was opened after monsoon.  When we reached the place, we were truly mesmerized.  the place is so beautifully taken care. each and every thing at the place is so nicely crafted, as if personally",5
mohitsrivastava15,"A warm, caring and cozy sojourn","My wife and I were looking for a break from the city life and Kerehaklu was the perfect get-away. If you wish to experience being in the middle of a forest then this one is for you. Surrounded by dense green cover, are 4 cottages, a dining area with a fire place and also bon-fire arrangements. Apart from being a homey experience, a visit to the coffee estate, a small trek up the nearby hilltop and good food made it a lovely trip.   The best part of the stay was the hospitality of the owner Ajoy. He was kind enough to not only take us for a short trek early morning but also provided us a personal tour of his coffee estate. Also another highlight of the stay was the dining area where not only were we served mouthwatering food, we got a chance to interact with another couple over",5
Swetha S,A perfect weekend getaway,"This is a quaint getaway not too far off from Bangalore. Nestled in the midst of a coffee estate on top of a hill, it gave us the much needed peace and quiet while surrounded by all the sounds of nature.   It was a rainy weekend when we decided to visit and we were unable to go on the treks around the estate. If you are a trekking enthusiast I would suggest you visit during a dry time of the year.   Mr. Ajoy who was our host, was very friendly and helpful. Do ask him for the jeep drive around the estate. The interesting tidbits he shared during the drive kept us engaged.  The staff at the retreat were also friendly and helpful.",5
harshvardhany,One of the best in Chikamagalur,This place held true to the high expectations raised by the Tripadvisor Ratings and reviews. We were a group of 7 and Mr. Ajoy and his staff took amazing care of us during our stay.  Amidst a huge estate which practically translates to living in the jungle it was the perfect getaway. The stay was very comfortable with very tastefully done interiors. And the food was really delicious. The evening bonfire only added to the magic.  A whole lot of treks to venture on around in the estate which Mr. Ajoy has very nicely marked for our convenience. He took us to one such trek to the nearest peak for an amazing view of the entire area.  We were really grateful to them for such a wonderful time.,5
SRRMurthy,a family outing,"all the members of my family decided to have a break away from the sweltering hot summer in Bangalore. We selected Kerehaklu for our outing since were told it is one of the best maintained resorts in chikmagalur district. kerehaklu resort is a fantastic place to stay in the midst of forest like coffee estate extending to approx. 275 acres. the cottage built using 90% of wood gives a real feeling of staying in a forest. everything about the cottage is artistic & done with taste and excellent planning,  Tasty malnad food added to our comfort, we enjoyed the variety at breakfast, lunch, dinner & the best coffee served with utmost courtesy & hospitality. The staff is well trained to look after the visitors & their comforts. Hats off to Mr. Ajoy for all his efforts. We thank Mr Ajoy",5
miteshnikita,Cool place with Warm hospitality!,"Found this gem through trip advisor reviews. Booked with ease. Had a nice peaceful time with family. The living cottages are part of a large coffee estate. The estate is very beautiful with lovely coffee plants, varied type of large & small trees, a bamboo garden, peacocks, birds etc. The estate borders an actual forest and several animals (elephants, bison etc.) regularly come inside the estate (usually at night & away from the living cottages). Ajoy, the owner of the property, was very hospitable. Ajoy took out time to personally greet us in to the property, show the cottage, took us to a jeep tour of his estate as well as for a refreshing morning trek.  Great local food and very courteous & helpful staff. Not much activity for very small children though. But my little one",5
Gautham_Nanjunda,The place to stay in Chikmagalur,"Me and my wife stayed in Kerehaklu couple of weeks ago for 2 days and loved every moment we spent there. Woke up to the sounds of peacocks, wood peckers, koyals with a cup of amazing coffee grown in the same estate.  Took long morning walks along one of the many trails in the property. Had a guided Jeep ride by Ajoy who is the owner & manager of the property. Socialised with the other guests around a bonfire. Ate the amazing food served with care. Visited places around chikkamagalur. You may find a lot of these things in other places, but what makes Kerehaklu different is the personal touch that Ajoy gives to the whole experience.   11 out of 10 for Kerehaklu.. You folks are awesome. :)",5
AnuGummaraju,Simply the best...,"Magical Kere Haklu. Far from the madding crowd. Lush green coffee estates, woods, state forests, only the sounds of nature for company. A terrific host, Ajoy. And great staff. Home cooked, amazing local food.  Hard to describe Kere Haklu without throwing in multiple adjectives. We were looking for a place to completely unwind and yet do active stuff. This is it.  Need a super-knowledgeable guide? Ajoy was gracious to take us on a trek and a ride through the woods and the forest. Explore on your own? Well marked trails, coded by distance and difficulty level allowed us to do a lot of exploring on our pace and time.  Ajoy is also such a great host. The long conversations over dinner every evening were one of the best parts of this holiday. The personal attentiveness just made all",5
Rachit,Perfect getaway...,"If you are looking to get away from the city and need a break, there can't be a better place than this.. beautiful drive from Aldur, its located in midst of a vast coffee estate, peaceful and serene.. The wooden cottages are quaint.. If you are the type, then you can listen to the jungle sounds for hours sitting in the cottage porch.. There are many trails marked within the estate for simple walks to more steeper treks.. There is an open bonfire place where we spent nice evenings chatting with other guests.. The host/owner (Mr. Ajoy) is very gracious and very involved with the guests of the retreat, he is there if you need his help for treks.. the food is good too.. One of the best part of the stay was the tour around the estate in his jeep, we even spotted a male peacock which",5
djadon,Tranquility Exemplified,"My search for a short holiday amidst greenery in the heat of April in the Chickmagalur hills ended at Karehaklu. Mr. Ajoy was quick to reply all my e-mails throughout the booking process. Karehaklu offered us the right mix of a homely stay and privacy. Loved the fresh home cooked meals, welcoming host, Ajoy and the company of other friendly guests. We stayed at the last cottage down the hill and felt as though we were in the middle of a forest. The sight of hundreds of fireflies in the night and the sounds of insects was magical. Though there were frequent power cuts, the power backups were seamless. The various colour-coded trails inside the coffee plantation were fun and challenging enough for our boys. Host Ajay was friendly and attentive and our family had fun on the hikes",5
Bharat T,Perfect place for a 2 day getaway !!,"The only sounds you hear are the ""jungle sounds"".City folk tend to 'tune out'several jarring sounds of traffic honking etc.Here you first need to get used to the brilliant silence--but then on ""tuning in"" find a multitude of forest sounds --a soothing symphony !! Waking up to bird calls is a special bonus very few of us are used to. Ajoy's personal attention,including accompanying us on the trek and the estate drive only added to the delightful experience !!",5
guruduttrv,Your personal retreat in the lap of nature,"Like most other reviewers, i stumbled upon this place on the internet. Thanks to all the good reviews, i didn't have any doubts before going ahead with the booking. Booking process was smooth with Ajoy providing me with all the details. He is indeed very detail oriented and l like it that way. Google maps helped us reach the place without much difficulty. The drive from the main road to our accommodation started to give us a hint of whats in store for us. Ajoy was there to receive us and all i remember from then on is being spoilt by hospitality in the midst of nature. Starting from welcome drinks to three tasty and healthy meals a day, i must have added quite a few calories during my stay. But fret not, his huuuugeee estate has multiple options for nature walks and trekking for",5
Raghu,Family vacation and rejuvenation.,Excellent place to stay. The location of the cottage is amazing and is surrounded by forest. Perfect place to rejenuvate. The chirping sounds of birds through out the day is really soothing. The food is good and coffee is amazing. The early morning hiking and yes estate ride in a jeep is a must do.  Totally a wonderful experience.,5
Bhargav N,Tranquility,Well.... we hit upon this place when we were checking online. This place is run by Mr. Ajoy and it is situated within his Tea Estate. This place has just 4 cottages which can house a maximum of 3 adults each. It is peaceful and the staff are very helpful. Ajoy takes good care of his guests and is very helpful. He also takes you around his estate in the Jeep and gives you a brief overview of the work done at the Coffee Estate. He also took us on a hike to the nearest peak wherein the view was Amazing. There is also a sunset view point bordering his property which is beautiful in the evenings. There are also walking trails inside the estate each carefully classified depending on the severity (Length of the trails are demarcated by markers which are mounted throughout the trails,5
PriyankaMurthy,Peaceful and serene,Kerehaklu resort has 4 beautiful cottages built within a coffee estate. The decor is very pretty and the cottage was neat and clean. Ajoy was extremely friendly and made a great host. We loved our stay there and would definitely go back there again the next time we visit Chikmaglur!,5
richakulkarni87,Cozy and far from the madding crowd,"I found this place on Tripadvisor and was rather sceptical and had decided to have no expectations, but then I got more than I could have even imagined.   The place is tucked away amidst a huge coffee plantation, which is more like a jungle actually. There are six trails marked across the property which gives you a chance to turn on the explorer spirit in you without getting lost. The place is magical, with so many different flora and fauna. We even spotted an exquisite looking insect, but I don't know the name.  The cottages are cozy, clean and tastefully designed. The food is delicious and not one dish is repeated. And Ajoy the host is probably the highlight of the tip, because you absolutely don't expect meeting such a knowledgeable and fun gentleman. It's super fun to sip a",5
